country;year;sex;age;suicides_no;population;suicides/100k pop;country-year;HDI for year; gdp_for_year ($) ;gdp_per_capita ($);generation
Suriname;2010;male;15-24 years;18;48112;37.41;Suriname2010;0.707;4,368,398,048;9176;Millenials
Suriname;2010;female;15-24 years;10;45832;21.82;Suriname2010;0.707;4,368,398,048;9176;Millenials
Suriname;2010;female;35-54 years;14;67102;20.86;Suriname2010;0.707;4,368,398,048;9176;Generation X
Suriname;2010;female;25-34 years;7;38855;18.фев;Suriname2010;0.707;4,368,398,048;9176;Generation X
Suriname;2010;female;55-74 years;3;30084;сен.97;Suriname2010;0.707;4,368,398,048;9176;Silent
Suriname;2010;female;5-14 years;4;48769;08.фев;Suriname2010;0.707;4,368,398,048;9176;Generation Z
Suriname;2010;male;5-14 years;2;52202;мар.83;Suriname2010;0.707;4,368,398,048;9176;Generation Z
Suriname;2011;male;75+ years;5;5184;96.45;Suriname2011;0.709;4,422,276,622;9184;Silent
Suriname;2011;male;35-54 years;39;69491;56.12;Suriname2011;0.709;4,422,276,622;9184;Generation X
Suriname;2011;male;25-34 years;22;39793;55.29;Suriname2011;0.709;4,422,276,622;9184;Millenials
Suriname;2011;male;15-24 years;19;48619;39.08;Suriname2011;0.709;4,422,276,622;9184;Millenials
Suriname;2011;male;55-74 years;10;26237;38.11;Suriname2011;0.709;4,422,276,622;9184;Boomers
Suriname;2011;female;15-24 years;12;46282;25.93;Suriname2011;0.709;4,422,276,622;9184;Millenials
Suriname;2011;female;25-34 years;6;39239;15.29;Suriname2011;0.709;4,422,276,622;9184;Millenials
Suriname;2011;female;35-54 years;9;68303;13.18;Suriname2011;0.709;4,422,276,622;9184;Generation X
Suriname;2011;female;55-74 years;3;30801;сен.74;Suriname2011;0.709;4,422,276,622;9184;Boomers
Suriname;2011;female;5-14 years;2;48495;04.дек;Suriname2011;0.709;4,422,276,622;9184;Generation Z
Suriname;2011;female;75+ years;0;7088;0;Suriname2011;0.709;4,422,276,622;9184;Silent
Suriname;2011;male;5-14 years;0;51989;0;Suriname2011;0.709;4,422,276,622;9184;Generation Z
Suriname;2012;male;75+ years;10;5346;187.06;Suriname2012;0.711;4,980,000,000;10227;Silent
Suriname;2012;male;25-34 years;24;40412;59.39;Suriname2012;0.711;4,980,000,000;10227;Millenials
Suriname;2012;male;35-54 years;37;70333;52.61;Suriname2012;0.711;4,980,000,000;10227;Generation X
Suriname;2012;male;55-74 years;12;27044;44.37;Suriname2012;0.711;4,980,000,000;10227;Boomers
Suriname;2012;male;15-24 years;17;49082;34.64;Suriname2012;0.711;4,980,000,000;10227;Millenials
Suriname;2012;female;55-74 years;8;31542;25.36;Suriname2012;0.711;4,980,000,000;10227;Boomers
Suriname;2012;female;15-24 years;9;46713;19.27;Suriname2012;0.711;4,980,000,000;10227;Millenials
Suriname;2012;female;25-34 years;6;39751;15.сен;Suriname2012;0.711;4,980,000,000;10227;Millenials
Suriname;2012;female;35-54 years;7;69327;10.янв;Suriname2012;0.711;4,980,000,000;10227;Generation X
Suriname;2012;female;5-14 years;3;48244;июн.22;Suriname2012;0.711;4,980,000,000;10227;Generation Z
Suriname;2012;female;75+ years;0;7412;0;Suriname2012;0.711;4,980,000,000;10227;Silent
Suriname;2012;male;5-14 years;0;51758;0;Suriname2012;0.711;4,980,000,000;10227;Generation Z
Suriname;2013;male;25-34 years;27;41155;65.61;Suriname2013;0.713;5,145,757,576;10451;Millenials
Suriname;2013;male;35-54 years;39;70987;54.94;Suriname2013;0.713;5,145,757,576;10451;Generation X
Suriname;2013;male;15-24 years;18;49480;36.38;Suriname2013;0.713;5,145,757,576;10451;Millenials
Suriname;2013;male;55-74 years;9;27992;32.15;Suriname2013;0.713;5,145,757,576;10451;Boomers
Suriname;2013;female;15-24 years;12;47090;25.48;Suriname2013;0.713;5,145,757,576;10451;Millenials
Suriname;2013;female;25-34 years;9;40347;22.31;Suriname2013;0.713;5,145,757,576;10451;Millenials
Suriname;2013;male;75+ years;1;5470;18.28;Suriname2013;0.713;5,145,757,576;10451;Silent
Suriname;2013;female;55-74 years;4;32385;дек.35;Suriname2013;0.713;5,145,757,576;10451;Boomers
Suriname;2013;female;35-54 years;8;70174;11.апр;Suriname2013;0.713;5,145,757,576;10451;Generation X
Suriname;2013;male;5-14 years;3;51531;май.82;Suriname2013;0.713;5,145,757,576;10451;Generation Z
Suriname;2013;female;5-14 years;1;48022;02.авг;Suriname2013;0.713;5,145,757,576;10451;Generation Z
Suriname;2013;female;75+ years;0;7726;0;Suriname2013;0.713;5,145,757,576;10451;Silent
Suriname;2014;male;75+ years;5;5529;90.43;Suriname2014;0.714;5,240,606,061;10530;Silent
Suriname;2014;male;25-34 years;26;41917;62.03;Suriname2014;0.714;5,240,606,061;10530;Millenials
Suriname;2014;male;35-54 years;38;71494;53.15;Suriname2014;0.714;5,240,606,061;10530;Generation X
Suriname;2014;male;55-74 years;12;29170;41.14;Suriname2014;0.714;5,240,606,061;10530;Boomers
Suriname;2014;female;25-34 years;10;40945;24.42;Suriname2014;0.714;5,240,606,061;10530;Millenials
Suriname;2014;male;15-24 years;9;49798;18.июл;Suriname2014;0.714;5,240,606,061;10530;Millenials
Suriname;2014;female;55-74 years;6;33447;17.94;Suriname2014;0.714;5,240,606,061;10530;Boomers
Suriname;2014;female;15-24 years;8;47355;16.89;Suriname2014;0.714;5,240,606,061;10530;Millenials
Suriname;2014;female;35-54 years;9;70884;12.июл;Suriname2014;0.714;5,240,606,061;10530;Generation X
Suriname;2014;female;75+ years;1;8006;дек.49;Suriname2014;0.714;5,240,606,061;10530;Silent
Suriname;2014;female;5-14 years;2;47832;апр.18;Suriname2014;0.714;5,240,606,061;10530;Generation Z
Suriname;2014;male;5-14 years;2;51324;03.сен;Suriname2014;0.714;5,240,606,061;10530;Generation Z
Sweden;1987;male;75+ years;124;247100;50.18;Sweden1987;;180,429,286,796;22813;G.I. Generation
Sweden;1987;male;35-54 years;394;1124000;35.05;Sweden1987;;180,429,286,796;22813;Silent
Sweden;1987;male;55-74 years;281;819700;34.28;Sweden1987;;180,429,286,796;22813;G.I. Generation
Sweden;1987;male;25-34 years;174;580200;29.99;Sweden1987;;180,429,286,796;22813;Boomers
Sweden;1987;female;75+ years;73;397900;18.35;Sweden1987;;180,429,286,796;22813;G.I. Generation
Sweden;1987;female;35-54 years;185;1085200;17.май;Sweden1987;;180,429,286,796;22813;Silent
Sweden;1987;male;15-24 years;102;604100;16.88;Sweden1987;;180,429,286,796;22813;Generation X
Sweden;1987;female;55-74 years;117;908000;дек.89;Sweden1987;;180,429,286,796;22813;G.I. Generation
Sweden;1987;female;25-34 years;57;554200;окт.29;Sweden1987;;180,429,286,796;22813;Boomers
Sweden;1987;female;15-24 years;32;575200;май.56;Sweden1987;;180,429,286,796;22813;Generation X
Sweden;1987;male;5-14 years;2;518700;0.39;Sweden1987;;180,429,286,796;22813;Generation X
Sweden;1987;female;5-14 years;0;494700;0;Sweden1987;;180,429,286,796;22813;Generation X
Sweden;1988;male;75+ years;119;252200;47.18;Sweden1988;;204,068,257,818;25731;G.I. Generation
Sweden;1988;male;55-74 years;298;811700;36.71;Sweden1988;;204,068,257,818;25731;G.I. Generation
Sweden;1988;male;35-54 years;394;1140400;34.55;Sweden1988;;204,068,257,818;25731;Silent
Sweden;1988;male;25-34 years;174;583000;29.85;Sweden1988;;204,068,257,818;25731;Boomers
Sweden;1988;female;35-54 years;204;1100100;18.54;Sweden1988;;204,068,257,818;25731;Silent
Sweden;1988;male;15-24 years;110;605800;18.16;Sweden1988;;204,068,257,818;25731;Generation X
Sweden;1988;female;55-74 years;134;899400;14.сен;Sweden1988;;204,068,257,818;25731;G.I. Generation
Sweden;1988;female;75+ years;56;406900;13.76;Sweden1988;;204,068,257,818;25731;G.I. Generation
Sweden;1988;female;25-34 years;63;555900;ноя.33;Sweden1988;;204,068,257,818;25731;Boomers
Sweden;1988;female;15-24 years;34;576900;май.89;Sweden1988;;204,068,257,818;25731;Generation X
Sweden;1988;male;5-14 years;3;511500;0.59;Sweden1988;;204,068,257,818;25731;Generation X
Sweden;1988;female;5-14 years;1;487100;0.21;Sweden1988;;204,068,257,818;25731;Generation X
Sweden;1989;male;75+ years;137;257100;53.29;Sweden1989;;214,875,344,910;26978;G.I. Generation
Sweden;1989;male;55-74 years;284;803800;35.33;Sweden1989;;214,875,344,910;26978;G.I. Generation
Sweden;1989;male;25-34 years;200;593100;33.72;Sweden1989;;214,875,344,910;26978;Boomers
Sweden;1989;male;35-54 years;381;1157700;32.91;Sweden1989;;214,875,344,910;26978;Silent
Sweden;1989;male;15-24 years;120;605200;19.83;Sweden1989;;214,875,344,910;26978;Generation X
Sweden;1989;female;55-74 years;147;890900;16.май;Sweden1989;;214,875,344,910;26978;G.I. Generation
Sweden;1989;female;75+ years;56;415300;13.48;Sweden1989;;214,875,344,910;26978;G.I. Generation
Sweden;1989;female;25-34 years;71;563500;12.июн;Sweden1989;;214,875,344,910;26978;Boomers
Sweden;1989;female;35-54 years;133;1115500;ноя.92;Sweden1989;;214,875,344,910;26978;Silent
Sweden;1989;female;15-24 years;48;575800;авг.34;Sweden1989;;214,875,344,910;26978;Generation X
Sweden;1989;female;5-14 years;2;481100;0.42;Sweden1989;;214,875,344,910;26978;Generation X
Sweden;1989;male;5-14 years;0;505800;0;Sweden1989;;214,875,344,910;26978;Generation X
Sweden;1990;male;75+ years;144;261500;55.07;Sweden1990;0.815;258,154,283,909;32246;G.I. Generation
Sweden;1990;male;55-74 years;287;798100;35.96;Sweden1990;0.815;258,154,283,909;32246;G.I. Generation
Sweden;1990;male;35-54 years;340;1174000;28.96;Sweden1990;0.815;258,154,283,909;32246;Silent
Sweden;1990;male;25-34 years;157;606600;25.88;Sweden1990;0.815;258,154,283,909;32246;Boomers
Sweden;1990;female;55-74 years;138;883800;15.61;Sweden1990;0.815;258,154,283,909;32246;G.I. Generation
Sweden;1990;female;75+ years;63;422700;14.сен;Sweden1990;0.815;258,154,283,909;32246;G.I. Generation
Sweden;1990;male;15-24 years;88;600300;14.66;Sweden1990;0.815;258,154,283,909;32246;Generation X
Sweden;1990;female;35-54 years;156;1130600;13.авг;Sweden1990;0.815;258,154,283,909;32246;Silent
Sweden;1990;female;25-34 years;63;574600;окт.96;Sweden1990;0.815;258,154,283,909;32246;Boomers
Sweden;1990;female;15-24 years;30;571400;май.25;Sweden1990;0.815;258,154,283,909;32246;Generation X
Sweden;1990;male;5-14 years;4;503700;0.79;Sweden1990;0.815;258,154,283,909;32246;Generation X
Sweden;1990;female;5-14 years;1;478400;0.21;Sweden1990;0.815;258,154,283,909;32246;Generation X
Sweden;1991;male;75+ years;130;264600;49.13;Sweden1991;;270,362,531,377;33623;G.I. Generation
Sweden;1991;male;55-74 years;266;794100;33.5;Sweden1991;;270,362,531,377;33623;Silent
Sweden;1991;male;35-54 years;375;1189400;31.53;Sweden1991;;270,362,531,377;33623;Boomers
Sweden;1991;male;25-34 years;162;617400;26.24;Sweden1991;;270,362,531,377;33623;Boomers
Sweden;1991;male;15-24 years;100;590000;16.95;Sweden1991;;270,362,531,377;33623;Generation X
Sweden;1991;female;55-74 years;130;878300;14.авг;Sweden1991;;270,362,531,377;33623;Silent
Sweden;1991;female;75+ years;62;429000;14.45;Sweden1991;;270,362,531,377;33623;G.I. Generation
Sweden;1991;female;35-54 years;162;1144900;14.15;Sweden1991;;270,362,531,377;33623;Boomers
Sweden;1991;female;25-34 years;62;584100;окт.61;Sweden1991;;270,362,531,377;33623;Boomers
Sweden;1991;female;15-24 years;28;563000;апр.97;Sweden1991;;270,362,531,377;33623;Generation X
Sweden;1991;female;5-14 years;3;480200;0.62;Sweden1991;;270,362,531,377;33623;Millenials
Sweden;1991;male;5-14 years;3;506100;0.59;Sweden1991;;270,362,531,377;33623;Millenials
Sweden;1992;male;75+ years;140;268100;52.22;Sweden1992;;280,312,318,915;34721;G.I. Generation
Sweden;1992;male;35-54 years;359;1202600;29.85;Sweden1992;;280,312,318,915;34721;Boomers
Sweden;1992;male;55-74 years;232;791400;29.32;Sweden1992;;280,312,318,915;34721;Silent
Sweden;1992;male;25-34 years;144;626200;23;Sweden1992;;280,312,318,915;34721;Boomers
Sweden;1992;female;55-74 years;129;874000;14.76;Sweden1992;;280,312,318,915;34721;Silent
Sweden;1992;female;75+ years;58;435000;13.33;Sweden1992;;280,312,318,915;34721;G.I. Generation
Sweden;1992;female;35-54 years;145;1157500;дек.53;Sweden1992;;280,312,318,915;34721;Boomers
Sweden;1992;male;15-24 years;58;577600;10.апр;Sweden1992;;280,312,318,915;34721;Generation X
Sweden;1992;female;25-34 years;50;592100;авг.44;Sweden1992;;280,312,318,915;34721;Boomers
Sweden;1992;female;15-24 years;37;552200;06.июл;Sweden1992;;280,312,318,915;34721;Generation X
Sweden;1992;male;5-14 years;3;511200;0.59;Sweden1992;;280,312,318,915;34721;Millenials
Sweden;1992;female;5-14 years;0;485300;0;Sweden1992;;280,312,318,915;34721;Millenials
Sweden;1993;male;75+ years;138;270600;51;Sweden1993;;209,950,792,713;25880;G.I. Generation
Sweden;1993;male;35-54 years;385;1214000;31.71;Sweden1993;;209,950,792,713;25880;Boomers
Sweden;1993;male;55-74 years;235;790900;29.71;Sweden1993;;209,950,792,713;25880;Silent
Sweden;1993;male;25-34 years;129;633400;20.37;Sweden1993;;209,950,792,713;25880;Boomers
Sweden;1993;female;75+ years;61;439800;13.87;Sweden1993;;209,950,792,713;25880;G.I. Generation
Sweden;1993;female;35-54 years;151;1169000;дек.92;Sweden1993;;209,950,792,713;25880;Boomers
Sweden;1993;female;55-74 years;108;871200;12.апр;Sweden1993;;209,950,792,713;25880;Silent
Sweden;1993;male;15-24 years;68;567200;ноя.99;Sweden1993;;209,950,792,713;25880;Generation X
Sweden;1993;female;25-34 years;61;599100;окт.18;Sweden1993;;209,950,792,713;25880;Boomers
Sweden;1993;female;15-24 years;36;542600;июн.63;Sweden1993;;209,950,792,713;25880;Generation X
Sweden;1993;male;5-14 years;1;520500;0.19;Sweden1993;;209,950,792,713;25880;Millenials
Sweden;1993;female;5-14 years;0;494200;0;Sweden1993;;209,950,792,713;25880;Millenials
Sweden;1994;male;75+ years;137;273500;50.09;Sweden1994;;226,079,963,712;27658;G.I. Generation
Sweden;1994;male;55-74 years;232;793800;29.23;Sweden1994;;226,079,963,712;27658;Silent
Sweden;1994;male;35-54 years;347;1225300;28.32;Sweden1994;;226,079,963,712;27658;Boomers
Sweden;1994;male;25-34 years;139;638400;21.77;Sweden1994;;226,079,963,712;27658;Boomers
Sweden;1994;female;75+ years;70;444500;15.75;Sweden1994;;226,079,963,712;27658;G.I. Generation
Sweden;1994;female;55-74 years;119;871900;13.65;Sweden1994;;226,079,963,712;27658;Silent
Sweden;1994;male;15-24 years;74;561700;13.17;Sweden1994;;226,079,963,712;27658;Generation X
Sweden;1994;female;35-54 years;134;1179900;ноя.36;Sweden1994;;226,079,963,712;27658;Boomers
Sweden;1994;female;25-34 years;51;605300;авг.43;Sweden1994;;226,079,963,712;27658;Boomers
Sweden;1994;female;15-24 years;19;537800;мар.53;Sweden1994;;226,079,963,712;27658;Generation X
Sweden;1994;female;5-14 years;2;507200;0.39;Sweden1994;;226,079,963,712;27658;Millenials
Sweden;1994;male;5-14 years;0;534800;0;Sweden1994;;226,079,963,712;27658;Millenials
Sweden;1995;male;75+ years;120;280000;42.86;Sweden1995;0.856;264,051,981,551;32072;G.I. Generation
Sweden;1995;male;35-54 years;371;1233900;30.июл;Sweden1995;0.856;264,051,981,551;32072;Boomers
Sweden;1995;male;55-74 years;233;794600;29.32;Sweden1995;0.856;264,051,981,551;32072;Silent
Sweden;1995;male;25-34 years;134;640900;20.91;Sweden1995;0.856;264,051,981,551;32072;Generation X
Sweden;1995;female;75+ years;78;453700;17.19;Sweden1995;0.856;264,051,981,551;32072;G.I. Generation
Sweden;1995;female;35-54 years;163;1189500;13.июл;Sweden1995;0.856;264,051,981,551;32072;Boomers
Sweden;1995;male;15-24 years;75;557900;13.44;Sweden1995;0.856;264,051,981,551;32072;Generation X
Sweden;1995;female;55-74 years;103;869100;ноя.85;Sweden1995;0.856;264,051,981,551;32072;Silent
Sweden;1995;female;25-34 years;39;609100;06.апр;Sweden1995;0.856;264,051,981,551;32072;Generation X
Sweden;1995;female;15-24 years;28;534300;май.24;Sweden1995;0.856;264,051,981,551;32072;Generation X
Sweden;1995;male;5-14 years;3;549300;0.55;Sweden1995;0.856;264,051,981,551;32072;Millenials
Sweden;1995;female;5-14 years;1;520700;0.19;Sweden1995;0.856;264,051,981,551;32072;Millenials
Sweden;1996;male;75+ years;113;287900;39.25;Sweden1996;;288,103,936,773;34819;G.I. Generation
Sweden;1996;male;55-74 years;225;793800;28.34;Sweden1996;;288,103,936,773;34819;Silent
Sweden;1996;male;35-54 years;326;1239400;26.мар;Sweden1996;;288,103,936,773;34819;Boomers
Sweden;1996;male;25-34 years;141;642400;21.95;Sweden1996;;288,103,936,773;34819;Generation X
Sweden;1996;female;75+ years;68;465100;14.62;Sweden1996;;288,103,936,773;34819;G.I. Generation
Sweden;1996;female;35-54 years;146;1196200;дек.21;Sweden1996;;288,103,936,773;34819;Boomers
Sweden;1996;male;15-24 years;66;550800;ноя.98;Sweden1996;;288,103,936,773;34819;Generation X
Sweden;1996;female;55-74 years;96;863600;11.дек;Sweden1996;;288,103,936,773;34819;Silent
Sweden;1996;female;25-34 years;45;611400;июл.36;Sweden1996;;288,103,936,773;34819;Generation X
Sweden;1996;female;15-24 years;24;527200;апр.55;Sweden1996;;288,103,936,773;34819;Generation X
Sweden;1996;female;5-14 years;2;533300;0.38;Sweden1996;;288,103,936,773;34819;Millenials
Sweden;1996;male;5-14 years;1;563200;0.18;Sweden1996;;288,103,936,773;34819;Millenials
Sweden;1997;male;75+ years;106;293200;36.15;Sweden1997;;264,477,727,279;31821;G.I. Generation
Sweden;1997;male;55-74 years;227;799800;28.38;Sweden1997;;264,477,727,279;31821;Silent
Sweden;1997;male;35-54 years;333;1241800;26.82;Sweden1997;;264,477,727,279;31821;Boomers
Sweden;1997;male;25-34 years;125;643100;19.44;Sweden1997;;264,477,727,279;31821;Generation X
Sweden;1997;male;15-24 years;63;542000;ноя.62;Sweden1997;;264,477,727,279;31821;Generation X
Sweden;1997;female;35-54 years;138;1199600;11.май;Sweden1997;;264,477,727,279;31821;Boomers
Sweden;1997;female;55-74 years;84;864300;сен.72;Sweden1997;;264,477,727,279;31821;Silent
Sweden;1997;female;75+ years;43;472800;09.сен;Sweden1997;;264,477,727,279;31821;G.I. Generation
Sweden;1997;female;25-34 years;42;613100;июн.85;Sweden1997;;264,477,727,279;31821;Generation X
Sweden;1997;female;15-24 years;34;518700;июн.55;Sweden1997;;264,477,727,279;31821;Generation X
Sweden;1997;female;5-14 years;3;545900;0.55;Sweden1997;;264,477,727,279;31821;Millenials
Sweden;1997;male;5-14 years;3;577000;0.52;Sweden1997;;264,477,727,279;31821;Millenials
Sweden;1998;male;75+ years;129;297400;43.38;Sweden1998;;266,800,462,899;31966;G.I. Generation
Sweden;1998;male;55-74 years;250;812600;30.77;Sweden1998;;266,800,462,899;31966;Silent
Sweden;1998;male;35-54 years;325;1241400;26.18;Sweden1998;;266,800,462,899;31966;Boomers
Sweden;1998;male;25-34 years;119;640900;18.57;Sweden1998;;266,800,462,899;31966;Generation X
Sweden;1998;female;75+ years;59;478400;дек.33;Sweden1998;;266,800,462,899;31966;G.I. Generation
Sweden;1998;female;55-74 years;107;872000;дек.27;Sweden1998;;266,800,462,899;31966;Silent
Sweden;1998;male;15-24 years;57;534000;окт.67;Sweden1998;;266,800,462,899;31966;Generation X
Sweden;1998;female;35-54 years;119;1199900;сен.92;Sweden1998;;266,800,462,899;31966;Boomers
Sweden;1998;female;25-34 years;35;612500;май.71;Sweden1998;;266,800,462,899;31966;Generation X
Sweden;1998;female;15-24 years;28;510700;май.48;Sweden1998;;266,800,462,899;31966;Generation X
Sweden;1998;male;5-14 years;2;589000;0.34;Sweden1998;;266,800,462,899;31966;Millenials
Sweden;1998;female;5-14 years;1;557500;0.18;Sweden1998;;266,800,462,899;31966;Millenials
Sweden;1999;male;75+ years;122;300569;40.59;Sweden1999;;270,847,937,645;32328;G.I. Generation
Sweden;1999;male;55-74 years;239;830817;28.77;Sweden1999;;270,847,937,645;32328;Silent
Sweden;1999;male;35-54 years;317;1240536;25.55;Sweden1999;;270,847,937,645;32328;Boomers
Sweden;1999;male;25-34 years;103;635058;16.22;Sweden1999;;270,847,937,645;32328;Generation X
Sweden;1999;male;15-24 years;78;527294;14.79;Sweden1999;;270,847,937,645;32328;Generation X
Sweden;1999;female;35-54 years;141;1200105;ноя.75;Sweden1999;;270,847,937,645;32328;Boomers
Sweden;1999;female;75+ years;52;482165;окт.78;Sweden1999;;270,847,937,645;32328;G.I. Generation
Sweden;1999;female;55-74 years;88;885033;сен.94;Sweden1999;;270,847,937,645;32328;Silent
Sweden;1999;female;25-34 years;45;608461;07.апр;Sweden1999;;270,847,937,645;32328;Generation X
Sweden;1999;female;15-24 years;32;503923;июн.35;Sweden1999;;270,847,937,645;32328;Generation X
Sweden;1999;male;5-14 years;3;597532;0.5;Sweden1999;;270,847,937,645;32328;Millenials
Sweden;1999;female;5-14 years;0;566520;0;Sweden1999;;270,847,937,645;32328;Millenials
Sweden;2000;male;75+ years;128;303198;42.22;Sweden2000;0.897;259,802,012,617;30896;G.I. Generation
Sweden;2000;male;55-74 years;221;852707;25.92;Sweden2000;0.897;259,802,012,617;30896;Silent
Sweden;2000;male;35-54 years;275;1240681;22.17;Sweden2000;0.897;259,802,012,617;30896;Boomers
Sweden;2000;male;25-34 years;114;626512;18.фев;Sweden2000;0.897;259,802,012,617;30896;Generation X
Sweden;2000;male;15-24 years;63;524457;12.янв;Sweden2000;0.897;259,802,012,617;30896;Generation X
Sweden;2000;female;55-74 years;100;901293;11.янв;Sweden2000;0.897;259,802,012,617;30896;Silent
Sweden;2000;female;35-54 years;123;1200882;окт.24;Sweden2000;0.897;259,802,012,617;30896;Boomers
Sweden;2000;female;75+ years;49;484818;10.ноя;Sweden2000;0.897;259,802,012,617;30896;G.I. Generation
Sweden;2000;female;15-24 years;26;500737;май.19;Sweden2000;0.897;259,802,012,617;30896;Generation X
Sweden;2000;female;25-34 years;30;601750;апр.99;Sweden2000;0.897;259,802,012,617;30896;Generation X
Sweden;2000;female;5-14 years;1;570673;0.18;Sweden2000;0.897;259,802,012,617;30896;Millenials
Sweden;2000;male;5-14 years;1;601300;0.17;Sweden2000;0.897;259,802,012,617;30896;Millenials
Sweden;2001;male;75+ years;129;305543;42.22;Sweden2001;;239,917,320,967;28429;Silent
Sweden;2001;male;55-74 years;228;876012;26.мар;Sweden2001;;239,917,320,967;28429;Silent
Sweden;2001;male;35-54 years;311;1241616;25.май;Sweden2001;;239,917,320,967;28429;Boomers
Sweden;2001;male;25-34 years;104;616460;16.87;Sweden2001;;239,917,320,967;28429;Generation X
Sweden;2001;female;75+ years;63;486462;дек.95;Sweden2001;;239,917,320,967;28429;Silent
Sweden;2001;female;55-74 years;116;919616;дек.61;Sweden2001;;239,917,320,967;28429;Silent
Sweden;2001;female;35-54 years;135;1201311;ноя.24;Sweden2001;;239,917,320,967;28429;Boomers
Sweden;2001;male;15-24 years;59;527111;ноя.19;Sweden2001;;239,917,320,967;28429;Millenials
Sweden;2001;female;25-34 years;29;593553;апр.89;Sweden2001;;239,917,320,967;28429;Generation X
Sweden;2001;female;15-24 years;18;502901;мар.58;Sweden2001;;239,917,320,967;28429;Millenials
Sweden;2001;female;5-14 years;3;569357;0.53;Sweden2001;;239,917,320,967;28429;Millenials
Sweden;2001;male;5-14 years;2;599375;0.33;Sweden2001;;239,917,320,967;28429;Millenials
Sweden;2002;male;75+ years;112;306832;36.5;Sweden2002;;263,926,220,333;31175;Silent
Sweden;2002;male;55-74 years;252;899721;28.янв;Sweden2002;;263,926,220,333;31175;Silent
Sweden;2002;male;35-54 years;315;1242971;25.34;Sweden2002;;263,926,220,333;31175;Boomers
Sweden;2002;male;25-34 years;101;605900;16.67;Sweden2002;;263,926,220,333;31175;Generation X
Sweden;2002;male;15-24 years;78;533111;14.63;Sweden2002;;263,926,220,333;31175;Millenials
Sweden;2002;female;55-74 years;102;939023;окт.86;Sweden2002;;263,926,220,333;31175;Silent
Sweden;2002;female;75+ years;49;486242;10.авг;Sweden2002;;263,926,220,333;31175;Silent
Sweden;2002;female;35-54 years;105;1201907;авг.74;Sweden2002;;263,926,220,333;31175;Boomers
Sweden;2002;female;25-34 years;36;584302;июн.16;Sweden2002;;263,926,220,333;31175;Generation X
Sweden;2002;female;15-24 years;23;508851;апр.52;Sweden2002;;263,926,220,333;31175;Millenials
Sweden;2002;male;5-14 years;4;593329;0.67;Sweden2002;;263,926,220,333;31175;Millenials
Sweden;2002;female;5-14 years;3;563639;0.53;Sweden2002;;263,926,220,333;31175;Millenials
Sweden;2003;male;75+ years;105;307923;34.1;Sweden2003;;331,108,912,605;38997;Silent
Sweden;2003;male;55-74 years;225;922446;24.39;Sweden2003;;331,108,912,605;38997;Silent
Sweden;2003;male;35-54 years;300;1242898;24.14;Sweden2003;;331,108,912,605;38997;Boomers
Sweden;2003;male;25-34 years;85;596698;14.25;Sweden2003;;331,108,912,605;38997;Generation X
Sweden;2003;male;15-24 years;60;543102;11.май;Sweden2003;;331,108,912,605;38997;Millenials
Sweden;2003;female;75+ years;50;486063;окт.29;Sweden2003;;331,108,912,605;38997;Silent
Sweden;2003;female;25-34 years;58;576009;10.июл;Sweden2003;;331,108,912,605;38997;Generation X
Sweden;2003;female;55-74 years;92;957995;09.июн;Sweden2003;;331,108,912,605;38997;Silent
Sweden;2003;female;35-54 years;99;1201468;авг.24;Sweden2003;;331,108,912,605;38997;Boomers
Sweden;2003;female;15-24 years;35;518172;июн.75;Sweden2003;;331,108,912,605;38997;Millenials
Sweden;2003;female;5-14 years;2;554143;0.36;Sweden2003;;331,108,912,605;38997;Millenials
Sweden;2003;male;5-14 years;1;583622;0.17;Sweden2003;;331,108,912,605;38997;Millenials
Sweden;2004;male;75+ years;109;309512;35.22;Sweden2004;;381,705,425,302;44831;Silent
Sweden;2004;male;55-74 years;248;943682;26.28;Sweden2004;;381,705,425,302;44831;Silent
Sweden;2004;male;35-54 years;300;1240460;24.18;Sweden2004;;381,705,425,302;44831;Boomers
Sweden;2004;male;15-24 years;90;555650;16.фев;Sweden2004;;381,705,425,302;44831;Millenials
Sweden;2004;male;25-34 years;84;590802;14.22;Sweden2004;;381,705,425,302;44831;Generation X
Sweden;2004;female;55-74 years;107;975912;окт.96;Sweden2004;;381,705,425,302;44831;Silent
Sweden;2004;female;75+ years;43;486526;авг.84;Sweden2004;;381,705,425,302;44831;Silent
Sweden;2004;female;35-54 years;103;1199288;авг.59;Sweden2004;;381,705,425,302;44831;Boomers
Sweden;2004;female;15-24 years;32;529514;06.апр;Sweden2004;;381,705,425,302;44831;Millenials
Sweden;2004;female;25-34 years;32;570904;май.61;Sweden2004;;381,705,425,302;44831;Generation X
Sweden;2004;female;5-14 years;4;541753;0.74;Sweden2004;;381,705,425,302;44831;Millenials
Sweden;2004;male;5-14 years;3;570311;0.53;Sweden2004;;381,705,425,302;44831;Millenials
Sweden;2005;male;75+ years;117;311063;37.61;Sweden2005;0.892;389,042,298,377;45563;Silent
Sweden;2005;male;55-74 years;253;962782;26.28;Sweden2005;0.892;389,042,298,377;45563;Silent
Sweden;2005;male;35-54 years;297;1238835;23.97;Sweden2005;0.892;389,042,298,377;45563;Boomers
Sweden;2005;male;25-34 years;95;588142;16.15;Sweden2005;0.892;389,042,298,377;45563;Generation X
